id,title
96,"110-6 Freshman Seminar 1001 Arabian Nights: Story, Book, Film"
97,111-1 Chinese I
105,111-1 Chinese I Regular
106,111-1 Chinese I Accelerated
111,111-2 Chinese I
114,328-0 Numerical Methods for Engineers
115,330-0 Human Computer Interaction
116,332-0 Dig Image Anal
117,333-0 Introduction to Communication Networks
119,335-0 Introduction to the Theory of Computation
585,324-0 Western Economic History
120,336-0 Design & Analysis of Algorithms
121,337-0 Natural Language Processing
122,338-0 Practicum in Intelligent Information Systems
123,339-0 Introduction to Database Systems
124,340-0 Introduction to Networking
125,343-0 Operat Systems
126,344-0 Design of Computer Problem Solvers
127,345-0 Distributed Systems
128,346-0 Microprocessor System Design
129,347-0 Microprocessor System Projects
130,347-1 Microprocessor System Projects
131,347-2 Microprocessor System Project II
132,348-0 Introduction to Artificial Intelligence
133,349-0 Machine Learning
134,350-0 Introduction to Computer Security
135,351-0 Introduction to Computer Graphics
136,352-0 Machine Perception of Music & Audio
137,353-0 Digital Microelectronics
138,381-0 Electronic Materials: Properties and Applications
139,357-0 Design Automation in VLSI
140,358-0 Introduction to Parallel Computing
141,359-0 Digital Signal Processing
142,360-0 Introduction to Feedback Systems
144,361-0 Computer Architecture
145,362-0 Computer Architecture Projects
146,369-0 Introduction to Sensor Networks Distributed Sensor Systems
147,370-0 Computer Game Design
149,372-0 Designing & Constructing Models with Multi-Agent Language
150,374-0 Introduction to Digital Control
151,378-0 Digital Communications
152,379-0 Lasers and Coherent Optics
154,380-0 Wireless Communications
155,382-0 Photonic Information Processing
156,383-0 Fiber-Optic Communications
157,384-0 Solid State Electronic Devices
158,385-0 Optoelectronics
159,388-0 Microelectronic Technology
160,388-0 Nanotechnology
161,389-0 Superconductivity and Its Applications
162,390-0 Introduction to Robotics
163,391-0 VLSI Systems Design
164,392-0 VLSI Systems Design Projects
165,393-0 Design & Analysis of High Speed Integrated Circuits
166,394-0 Software Project Management & Development
168,395-0 Special Topics in Electrical Engineering and Computer Science Topics in Computational Compl
169,395-0 Special Topics in Electrical Engineering and Computer Science Intermediate Computer Graphic
170,395-0 Special Topics in Electrical Engineering and Computer Science Sensors
171,395-0 Special Topics in Electrical Engineering and Computer Science Real-time 3D Game Engine Desg
172,395-0 Special Topics in Electrical Engineering and Computer Science Innovation Journalism and Tec
173,395-0 Special Topics in Electrical Engineering and Computer Science Tech Infrastructure: Concepts
174,395-0 Special Topics in Electrical Engineering and Computer Science Machine Learning & A.I. for R
175,395-0 Special Topics in Electrical Engineering and Computer Science Cardiovascular Instrumentatio
176,395-0 Special Topics in Electrical Engineering and Computer Science Intro to Cryptography
177,395-0 Special Topics in Electrical Engineering and Computer Science Computational Geometry
178,395-0 Special Topics in Electrical Engineering and Computer Science Algorithmic Mechanism Design
179,395-0 Special Topics in Electrical Engineering and Computer Science Simulation-Based Virtual Char
180,395-0 Special Topics in Electrical Engineering and Computer Science Probabilistic Graphical Model
181,395-0 Special Topics in Electrical Engineering and Computer Science Computational Photography: Wh
182,395-0 Special Topics in Electrical Engineering and Computer Science Kolmogorov Complexity
183,395-0 Special Topics in Electrical Engineering and Computer Science
185,395-0 Special Topics in Electrical Engineering and Computer Science Networking Problems in Cloud
186,395-0 Special Topics in Electrical Engineering and Computer Science Adv Top: Modern Comp Architec
187,395-0 Special Topics in Electrical Engineering and Computer Science Comput/Auditory Scene Analysi
188,395-0 Special Topics in Electrical Engineering and Computer Science Knowledge Representation
190,395-0 Special Topics in Electrical Engineering and Computer Science Programming Languages Seminar
191,395-0 Special Topics in Electrical Engineering and Computer Science Computational Complexity
192,395-0 Special Topics in Electrical Engineering and Computer Science Object Oriented Languages and
193,395-0 Special Topics in Electrical Engineering and Computer Science Algorithmic Techniques for Bi
195,395-0 Special Topics in Electrical Engineering and Computer Science Modern Methods in Machine Lea
197,395-0 Special Topics in Electrical Engineering and Computer Science Innovation in Technology & Jo
198,395-0 Special Topics in Electrical Engineering and Computer Science Adv Architectural Tech in Pro
199,395-0 Special Topics in Electrical Engineering and Computer Science Special Topic in Machine Lear
201,395-0 Special Topics in Electrical Engineering and Computer Science Data-Intensive Computing
202,395-0 Special Topics in Electrical Engineering and Computer Science Introduction to the Theory of
203,395-0 Special Topics in Electrical Engineering and Computer Science Social Networks 101
205,395-0 Special Topics in Electrical Engineering and Computer Science Measurement and Analysis of O
206,"395-0 Special Topics in Electrical Engineering and Computer Science Tech, Media, & Journalism"
207,395-0 Special Topics in Electrical Engineering and Computer Science Web Information Retrieval & E
208,395-0 Special Topics in Electrical Engineering and Computer Science Design Competition for EE
209,395-0 Special Topics in Electrical Engineering and Computer Science RTFM: Development of Mobile D
210,395-0 Special Topics in Electrical Engineering and Computer Science Building Software Projects
211,395-0 Special Topics in Electrical Engineering and Computer Science Introduction to Character Ani
213,395-0 Special Topics in Electrical Engineering and Computer Science Alg/Econ Aspects of Internet
216,395-0 Special Topics in Electrical Engineering and Computer Science RTFM: Algor Prob Solving
217,395-0 Special Topics in Electrical Engineering and Computer Science Distributed Systems
218,395-0 Special Topics in Electrical Engineering and Computer Science Internet Architecture
220,395-0 Special Topics in Electrical Engineering and Computer Science Int Computer Graphics
221,395-0 Special Topics in Electrical Engineering and Computer Science Human-Centered Approach Compu
222,395-0 Special Topics in Electrical Engineering and Computer Science Microprocessor System Project
223,395-0 Special Topics in Electrical Engineering and Computer Science Introduction to Computational
224,395-0 Special Topics in Electrical Engineering and Computer Science CG and Movie Merge Algorithms
225,395-0 Special Topics in Electrical Engineering and Computer Science RTFM:Network Penetration & Se
226,395-0 Special Topics in Electrical Engineering and Computer Science Intro to Comp Sci for Everyon
227,395-0 Special Topics in Electrical Engineering and Computer Science Approximation Algorithms
228,395-0 Special Topics in Electrical Engineering and Computer Science Online Communities & Computer
233,395-0 Special Topics in Electrical Engineering and Computer Science RTFM-10: Software Entrepreneu
234,398-0 Electrical Engineering Design
235,106-1 Design Thinking and Communication
253,106-2 Design Thinking and Communication
280,106-2 Design Thinking and Communication Global Development
281,106-2 Design Thinking and Communication Sustainable Energy
282,106-2 Design Thinking and Communication Mechanical Engineering
283,106-2 Design Thinking and Communication Freshman Experience
284,106-2 Design Thinking and Communication Murphy Section
285,106-2 Design Thinking and Communication Nanotechnology
288,245-1 Introduction to Computer Aided Design: NX I
290,245-2 Introduction to Computer Aided Design: NX II
292,295-0 Introductory Topics in Design Managing the Vehicle Lifecycle
293,297-0 Intermediate Topics in Engineering Design Advanced Sketching
294,297-0 Intermediate Topics in Engineering Design Sketching Techniques for Engineers
295,297-0 Intermediate Topics in Engineering Design Solid Modeling
296,297-0 Intermediate Topics in Engineering Design Managing the Vehicle Lifecycle
549,250-0 Business and Government
297,298-0 Interdiscipinary Design Projects I
298,298-0 Interdiscipinary Design Projects I Projects 1
300,307-0 Intro to Industrial Design Methods
301,308-0 Human-Centered Product Design
302,350-0 Innovation & Invention Innovation & Invention
303,350-0 Innovation & Invention
304,360-0 Design Competition
305,370-0 Engineering Design Portfolio
306,371-0 Communicating Complex Data
307,395-0 Special Topics Design for Fabrication
308,395-0 Special Topics Industrial Design Project II
309,395-0 Special Topics Human Centered Service Design
310,395-0 Special Topics Advanced SolidWorks
311,395-0 Special Topics Engineering/Theatre
312,395-0 Special Topics Fundamentals of Lean Six Sigma
313,397-0 Advanced Topics in Design Computer Aided Manufacturing
314,397-0 Advanced Topics in Design Rapid Prototyping
316,397-0 Advanced Topics in Design Advanced Solid Works
317,398-0 Interdiscipinary Design Projects II
319,398-0 Interdiscipinary Design Projects II Projects 2
321,202-0 Mechanics II
323,220-0 Thermodynamics I
324,224-0 Experimental Engineering
325,233-0 Electronics Design
327,240-0 Intro to Mechanical Design & Manufactrng
329,241-0 Fluid Mechanics I
331,260-0 Mechanics of Sports
332,314-0 Machine Dynamics
333,317-0 Molecular Modeling and the Interface to Micromechanics
334,333-0 Introduction to Mechatronics
337,340-1 Comp Integ Manufacturing: Manufacturing Processes
339,340-2 Computer Integ Manufacturing: CAD/CAM CAD/CAM
340,340-2 Computer Integ Manufacturing: CAD/CAM
341,340-3 Computer Integ Manuf: Automation
342,341-0 Computational Methods for Engineering Design
343,346-0 Introduction to Tribology
344,359-0 Reliability Engineering
345,362-0 Stress Analysis
346,363-0 Mechanical Vibrations
347,365-0 Finite Elements for Stress Analysis
348,366-0 Finite Elements for Design & Optimizatn
349,370-0 Advanced Thermodynamics with Applications to Engergy Systems
350,373-0 Engineering Fluid Mechanics
351,377-0 Heat Transfer I
352,381-0 Introduction to Micro-electro-mechanical Systems
353,382-0 Experiments in Micro- and Nano Science and Engineering
354,385-0 Nanotechnology
355,389-0 Molecular Machines in Biology
356,390-0 Intro to Dynamic Systems
357,395-0 Special Topics in Mechanical Engineering Fundamentals of Nuclear Reactor Physics
358,395-0 Special Topics in Mechanical Engineering Energy & Society
359,395-0 Special Topics in Mechanical Engineering Energy Systems
360,395-0 Special Topics in Mechanical Engineering Microfabrication
361,395-0 Special Topics in Mechanical Engineering Design Competition
362,395-0 Special Topics in Mechanical Engineering Analog & Digital Electronics
363,395-0 Special Topics in Mechanical Engineering Nuclear Engineering
364,395-0 Special Topics in Mechanical Engineering Computational Design
365,398-0 Engineering Design
366,210-0 Analysis of Chemical Process Systems
368,211-0 Thermodynamics
369,212-0 Phase Equilibrium and Staged Separations
370,275-0 Molecular & Cell Biology for Engineers
371,307-0 Kinetics and Reactor Engineering
372,312-0 Probability and Statistics for Chemical Engineering
373,321-0 Fluid Mechanics
374,322-0 Heat Transfer
375,323-0 Mass Transfer
376,341-0 Process Dynamics and Control
377,342-0 Chemical Engineering Laboratory
378,345-0 Process Optimization
379,352-0 Chem Engg Design Projects
380,361-0 Introduction to Polymers
381,"365-0 Sustainability, Technology, and Society"
382,371-0 Transport Phenomena in Living Systems
383,372-0 Interfacial Phenomena and Bionanotechnology
384,375-0 Biochemical Engineering
385,377-0 Bioseparations
386,379-0 Computational Biology:  Principles & Applications
387,390-0 Personal & Organizational Effectiveness
388,395-0 Special Topics in Chemical Engineering
389,395-0 Special Topics in Chemical Engineering Chemical Product Design
390,395-0 Special Topics in Chemical Engineering Introduction to Differential Geometry
391,395-0 Special Topics in Chemical Engineering Complex Networks
392,395-0 Special Topics in Chemical Engineering Optimal Experimental Design
393,395-0 Special Topics in Chemical Engineering Networks
394,101-0 General Chemistry
398,102-0 General Inorganic Chemistry
401,103-0 General Physical Chemistry
404,105-6 Freshman Seminar Time Travel & Other Paradoxes
405,105-6 Freshman Seminar Drug Development & the Pharmaceutical Industry
406,105-6 Freshman Seminar Fly-Fishing: Environ & Phil
407,"105-6 Freshman Seminar Technology, Medicine, and Healthcare"
408,105-6 Freshman Seminar Who Discovered Aids-History/Science/Culture of Aid
409,"105-6 Freshman Seminar Chemistry of Art:Color,Forgery& Effects on Society"
412,105-6 Freshman Seminar Green Chicago
415,105-6 Freshman Seminar Pharma & Healthcare
416,105-6 Freshman Seminar Writing in Science
418,105-6 Freshman Seminar CSI: NORTHWESTERN
419,105-6 Freshman Seminar Wake up and Smell the Coffee
421,"105-6 Freshman Seminar Pills,Physicians,Pharma,Health"
423,105-6 Freshman Seminar Forensic Chemistry
425,171-0 Accelerated General Inorganic Chemistry
426,172-0 Accelerated General Physical Chemistry
427,201-0 Chemistry of Nature and Culture
429,210-1 Organic Chemistry
434,210-2 Organic Chemistry
438,210-3 Organic Chemistry
441,212-1 Organic Chemistry
442,212-2 Organic Chemistry
443,212-3 Organic Chemistry
444,215-0 Organic Synthesis Laboratory
445,220-0 Introductory Instrumental  Analysis
446,250-1 Nanopatterning: Top-down meets Bottom-up
447,301-0 Principles of Organic Chemistry
448,401-0 Principles of Organic Chemistry
449,302-0 Principles of Inorganic Chemistry
450,402-0 Principles of Inorganic Chemistry
451,403-0 Principles of Physical Chemistry
452,305-0 Chemistry of Life Processes
453,306-0 Environmental Chemistry
454,307-0 Materials and Nanochemistry
455,407-0 Materials and Nanochemistry
456,314-0 Bioorganic Chemistry
458,316-0 Medicinal Chemistry: the Organic Chemistry of Drug Design and Action
460,329-0 Analytical Chemistry
461,333-0 Inorganic Chemistry
462,335-0 Inorganic Synthesis Laboratory
463,342-1 Thermodynamics
464,342-2 Quantum Mechanics and Spectroscopy
466,342-3 Kinetics and Statistical Thermodynamics
467,345-0 Spectroscopy Laboratory
468,348-0 Physical Chemistry for ISP
469,350-1 Advanced Laboratory 1
470,350-2 Advanced Laboratory 2
471,350-3 Advanced Laboratory 3
472,360-0 Nanopatterning: Top-down meets Bottom-up
473,361-0 Advanced Laboratory
474,393-0 Green Chemistry
475,212-0 Mechanics
476,216-0 Mechanics of Materials I
477,221-0 Theory of Structures I
478,222-0 Structural Steel Design
479,250-0 Introductory Soil Mechanics
480,260-0 Fundamentals of Environmental Engineering Fundam of Environmental Eng
481,302-0 Engineering Law
482,303-0 Environmental Law and Policy
483,304-0 Civil and Environmental Engineering Systems Analysis
484,417-1 Mechanics of Continua I
485,320-0 Structural Analysis--Dynamics
486,321-0 Concrete Properties
487,325-0 Reinforced Concrete
488,327-0 Finite Element Methods in Mechanics
489,330-0 Construction Management
491,332-0 Building Construction Estimating
492,336-0 Project Scheduling
493,338-0 Public Infrastructure Management
494,340-0 Fluid Mechanics II
495,441-0 Methods in Microbial Complexity
496,440-0 Environmental Transport Processes
497,349-0 Environmental Management
498,451-0 Engineering Properties of Soils
499,352-0 Foundation Engineering
500,355-0 Engineering Aspects of Groundwater Flow
501,358-0 Airphoto Interpretation
502,361-0 Environmental Microbiology
503,363-0 Environmental Engineering Applications I : Air & Land
504,364-0 Environmental Engineering Applications II : Water
505,365-0 Environmental Laboratory
506,367-0 Aquatic Chemistry
507,370-0 Environmental Engineering Design
508,371-0 Introduction to Transportation Planning and Analysis
509,376-0 Transportation System Operations
510,382-0 Capstone Design
511,395-0 Special Topics in Civil and Environmental Engrg Organic Geochemistry
512,395-0 Special Topics in Civil and Environmental Engrg Architectural Engineering Design II:  Inter
513,395-0 Special Topics in Civil and Environmental Engrg Architectural Engineering&Dsgn
514,395-0 Special Topics in Civil and Environmental Engrg Engineering Forensics
515,395-0 Special Topics in Civil and Environmental Engrg Industrial Ecology of Materials and Product
516,395-0 Special Topics in Civil and Environmental Engrg Environmental Law & Policy
517,395-0 Special Topics in Civil and Environmental Engrg Sustainability:Issues & Actions Near and Fa
518,398-1 Community-based Design I
519,398-2 Community-based Design II
520,101-6 Freshman Seminar Economics of Almost Everything
521,101-6 Freshman Seminar Did Economics Win Two World Wars?
522,101-6 Freshman Seminar The Financial Crisis
523,"101-6 Freshman Seminar Complexities & Econ: Growth, Tech, Networks & Adap"
524,101-6 Freshman Seminar Current Regulatory Issues
525,101-6 Freshman Seminar Economy of a Liberal Arts Education
526,101-6 Freshman Seminar Economics in Everyday Life
527,101-6 Freshman Seminar Hollywood Economics
529,101-6 Freshman Seminar Health Care Reform
530,"101-6 Freshman Seminar Healthcare,Edu,&Nonprofits:An Economist's Perspect"
531,101-6 Freshman Seminar Credit Crunch
532,101-6 Freshman Seminar Intellectual Origins of Modern Economics
533,101-6 Freshman Seminar Invisible Hand
534,101-6 Freshman Seminar Comparing Capitalism
535,101-6 Freshman Seminar The Economics of Energy
536,101-6 Freshman Seminar Intellectual Prop in Info Age
537,101-6 Freshman Seminar Econ of Immigration to USA
538,101-6 Freshman Seminar Econ Disaster to Econ Miracle:Latin Am and India
539,101-6 Freshman Seminar Intl Institutions & Developmnt
540,101-6 Freshman Seminar The Quest for Economic Growth
541,101-6 Freshman Seminar Wealth & Poverty of Nations
542,101-6 Freshman Seminar Social & Individual Decisions - Where is the Line?
543,201-0 Introduction to Macroeconomics
548,213-0 Economics of Gender
550,260-0 Accounting & Business Finance
553,270-0 Introduction to Environmental Economics
554,281-0 Introduction to Applied Econometrics
557,305-0 Comparative Economic Systems
559,361-0 International Trade
560,362-0 International Finance
562,307-0 Economics of Medical Care
564,308-0 Money and Banking
568,309-0 Elements of Public Finance
570,310-1 Microeconomics
573,310-2 Microeconomics
576,311-0 Macroeconomics
578,315-0 Topics in Economic History
579,315-0 Topics in Economic History Economic History of the Middle East since 1800
580,316-0 Advanced Topics in Macroeconomics
581,318-0 History of Economic Thought
582,322-0 Evolution of the Global Economy
583,323-1 Economic History of the United States Before 1865
584,323-2 Economic History of the United States 1865 to Present
586,190-0 Engineering Freshman Seminar
588,195-1 Engineering Dialog I
589,195-2 Engineering Dialog II
590,195-3 Engineering Dialog III
591,205-1 Engineering Analysis I
595,205-2 Engineering Analysis  II
599,205-3 Engineering Analysis III
603,205-4 Engineering Analysis IV
607,206-1 Honor Engineering Analysis
608,206-2 Honors Engineering Analysis
609,206-3 Honors Engineering Analysis
610,206-4 Honors Engineering Analysis IV
611,220-1 Analy/Comp Graph
612,220-2 Analy/Comp Graph II
613,104-0 Introduction to Game Theory
616,105-6 Freshman Seminar Math Worldview: Radical and Benign Ideas
617,105-6 Freshman Seminar Voting
618,105-6 Freshman Seminar Writing about Mathematics
619,105-6 Freshman Seminar Interesting Mathematicians
620,105-6 Freshman Seminar Long Runs & Long Shots: The Mathematics of Sports
621,105-6 Freshman Seminar Cryptology
622,105-6 Freshman Seminar Modern Case for Atheism
623,"105-6 Freshman Seminar Coincidence, Correlation, & Causation"
625,105-6 Freshman Seminar Opinion Polls
626,105-6 Freshman Seminar Themes in Anime
627,105-6 Freshman Seminar Getting a Life
628,105-6 Freshman Seminar Philosophy of Mathematics
629,"105-6 Freshman Seminar GODEL, ESCHER, BACH"
630,110-0 Introduction to Mathematics I
632,111-0 Introduction to Mathematics II
633,202-0 Finite Mathematics
637,211-0 Short Course in Calculus
639,212-0 Single Variable Calculus I
641,213-0 Single Variable Calculus II
643,214-0 Single Variable Calculus III
645,220-0 Differential Calculus of One-Variable Functions
656,224-0 Integral Calculus of One Variable Functions
666,230-0 Differential Calculus of Multivariable Functions
684,234-0 Multiple Integration and Vector Calculus
782,190-0 MS & E Freshman Seminar
694,240-0 Linear Algebra
700,250-0 Elementary Differential Equations
702,281-1 Accelerated Mathematics for ISP: First Year
703,281-2 Accelerated Mathematics for ISP: First Year
704,281-3 Accelerated Mathematics for ISP: First Year
705,285-1 Accelerated Mathematics for MMSS: First Year
708,285-2 Accelerated Mathematics for MMSS: First Year
710,285-3 Accelerated Mathematics for MMSS: First Year
712,290-1 MENU: Linear Algebra and Multivariable Calculus
719,290-2 MENU: Linear Algebra and Multivariable Calculus
725,290-3 MENU: Linear Algebra and Multivariable Calculus
729,291-1 MENU: Intensive Linear Algebra and Multivariable Calculus
731,103-0 Ideas of Physics Development of Physics Concepts
732,103-0 Ideas of Physics Historic Theories About the Universe
734,"103-0 Ideas of Physics Energy, Sustainability, and Nuclear Power"
735,103-0 Ideas of Physics
736,"105-0 Music, Sound, Timbre"
737,"105-0 Music, Sound, Timbre Music-Sound-Timbre"
738,291-2 MENU: Intensive Linear Algebra and Multivariable Calculus
739,"110-6 Freshman Seminar Science of Time: History, Science, & Science Fic"
740,"110-6 Freshman Seminar Space, Time, & Matter"
741,110-6 Freshman Seminar Big Science: Is It Worth the Cost?
743,110-6 Freshman Seminar Waterworld or Star Trek: What's Our Energy Future?
744,110-6 Freshman Seminar Physics of Armageddon
745,110-6 Freshman Seminar Are There Extra Dimensions Under Your Bed
747,110-6 Freshman Seminar Time Travel: Science or Science Fiction
748,101-6 Freshman Seminar--European History The Rise & Fall of Anne Boleyn
749,110-6 Freshman Seminar Are there Extra Dimensions under Your Bed
750,101-6 Freshman Seminar--European History Science & the Good Life
751,110-6 Freshman Seminar Making Sense of Quantum Mech
752,101-6 Freshman Seminar--European History Medieval Women
753,110-6 Freshman Seminar Nanotechnology & Space Explor
754,110-6 Freshman Seminar Message from the Universe
755,101-6 Freshman Seminar--European History Victorian Women
756,110-6 Freshman Seminar Sources of Energy for Future
757,"101-6 Freshman Seminar--European History The Rise of the Nazis, 1928-34"
758,110-6 Freshman Seminar
759,101-6 Freshman Seminar--European History Stalinism
760,110-6 Freshman Seminar Making Sense of Quantum  Theory
761,101-6 Freshman Seminar--European History Parents and Children from Victorians to Present
762,110-6 Freshman Seminar Nanoscience & Nanotechnology
763,101-6 Freshman Seminar--European History Wild Child: Sep Humans/Animals
764,110-6 Freshman Seminar Search for New Elementary Particles
765,101-6 Freshman Seminar--European History Jews and Muslims in 20th Century France
766,110-6 Freshman Seminar Physical Basis of Living Things
767,101-6 Freshman Seminar--European History Human Rights & The French Revolution
768,291-3 MENU: Intensive Linear Algebra and Multivariable Calculus
769,125-1 General Physics ISP
770,101-6 Freshman Seminar--European History Hitler's Rise to Power: 1928-1933
771,101-6 Freshman Seminar--European History Jamaica:Race & The Victorians
772,101-6 Freshman Seminar--European History World War One Experience
773,101-6 Freshman Seminar--European History Louis XVI & Marie-Antoinette
774,101-0 Modern Materials and Society
779,125-2 General Physics for ISP
775,101-6 Freshman Seminar--European History The Lost Peoples of Europe
776,101-6 Freshman Seminar--European History Winston Churchill- The Problems of Biography
778,101-6 Freshman Seminar--European History The Life & Times of Jean-Jacques Rousseau
780,"101-6 Freshman Seminar--European History Poland, WWII & the Holocaust"
781,101-6 Freshman Seminar--European History Women in the French Revolution
783,101-6 Freshman Seminar--European History Total War & Remebrance: British Memoirs of W Wars
784,101-6 Freshman Seminar--European History Histories of Pollution
785,101-6 Freshman Seminar--European History Should Leaders Tell the Truth?
786,101-6 Freshman Seminar--European History Continental Europe Btw Wars
790,101-6 Freshman Seminar--European History Collapse of the Soviet Union
793,101-6 Freshman Seminar--European History Roots of Evangelicalism
795,101-6 Freshman Seminar--European History Science vs. Literature
796,101-6 Freshman Seminar--European History Saints & Sinners in the Middle Ages
799,102-6 Freshman Seminar--American History Sex Crime Panics in Modern America
801,102-6 Freshman Seminar--American History Asian American Memoirs
802,102-6 Freshman Seminar--American History Anti-Poverty Crusades
803,102-6 Freshman Seminar--American History History of the American Meal
804,"102-6 Freshman Seminar--American History Humans,Superhumans,Posthumans"
805,102-6 Freshman Seminar--American History Trial in American History
806,102-6 Freshman Seminar--American History Mexican Immigration
808,"102-6 Freshman Seminar--American History Consumerism&Social Chnge ""Mad Men"" America '60-'63"
810,102-6 Freshman Seminar--American History Suburbia & The American Dream: 1945-1963
812,102-6 Freshman Seminar--American History Controversy in American Public History
814,102-6 Freshman Seminar--American History Grapes of Wrath and the Great Depression
816,102-6 Freshman Seminar--American History Hearts & Minds in the American Revolution
818,"102-6 Freshman Seminar--American History Museums, War Memorials & Other Commemoration"
821,102-6 Freshman Seminar--American History The U.S. - Mexico Border in History Art Music Film
822,102-6 Freshman Seminar--American History Abraham Lincoln
823,102-6 Freshman Seminar--American History Cold War America
824,102-6 Freshman Seminar--American History U.S. & Iran since 1945
826,102-6 Freshman Seminar--American History Creating the Constitution:Theories of State
827,102-6 Freshman Seminar--American History Ronald Reagan & The Rise of Political Right
828,102-6 Freshman Seminar--American History Human-Animal Rel in Historical Perspective
829,102-6 Freshman Seminar--American History Mobility & Poverty in the USA
831,102-6 Freshman Seminar--American History Reagan's America
834,102-6 Freshman Seminar--American History WWI and the Personal Encounter
836,"102-6 Freshman Seminar--American History Humans,Superhumans,Transhumans"
838,102-6 Freshman Seminar--American History China in the American Imagination
840,"102-6 Freshman Seminar--American History Museums, War Memorials, Commemorations"
841,102-6 Freshman Seminar--American History Borderland Cultures
842,102-6 Freshman Seminar--American History Go to Jail: How the U.S. Became a Punitive Nation
844,102-6 Freshman Seminar--American History Well Behvd Wmn seldom make Hist
845,102-6 Freshman Seminar--American History The Desert Southwest
809,300-0 Foundations of Higher Mathematics
787,125-3 General Physics for ISP
788,211-1 Social Science Theories & Meth-First Yr
797,130-1 College Physics
798,211-2 Social Science Theories & Meth-First Yr
807,211-3 Social Science Theories & Meth-First Yr
817,130-2 College Physics
832,311-1 Social Science Theories & Meth--2nd Yr Game theory
833,130-3 College Physics
843,311-2 Social Science Theories & Meth--2nd Yr
792,201-0 Introduction to Materials
830,301-0 Materials Science Principles
847,102-6 Freshman Seminar--American History Hollywood Goes Counterculture
848,314-0 Thermodynamics of Materials
849,102-6 Freshman Seminar--American History 1960s America: Politics and Culture
850,103-6 Freshman Seminar--Non-Western History Clash of Civilizations
851,103-6 Freshman Seminar--Non-Western History History and Politics of the Armenian Genocide
852,103-6 Freshman Seminar--Non-Western History Arabian Nights: Counter-Culture or Pornagraphy?
853,103-6 Freshman Seminar--Non-Western History Violence and African History
854,"103-6 Freshman Seminar--Non-Western History Nation & Nationalism in China, Tibet"
855,135-1 General Physics
856,315-0 Phase Equilibria & Diffusion of Materials
857,103-6 Freshman Seminar--Non-Western History Women and Islam
860,103-6 Freshman Seminar--Non-Western History Health and Healing in African History
861,103-6 Freshman Seminar--Non-Western History Image of Post-Colonial Africa:Optimism to Failure?
1733,327-1 Advanced Keyboard Skills VII
862,103-6 Freshman Seminar--Non-Western History The Geisha Problem
863,103-6 Freshman Seminar--Non-Western History Practicing Hegemony Internationally
864,103-6 Freshman Seminar--Non-Western History Discovery of a New World of Goods
865,103-6 Freshman Seminar--Non-Western History Indiana Jones in Hist Context: Heroic Scholarship
866,366-1 Mathematical Models in Finance
868,316-1 Microstructural Dynamics
870,398-1 Senior Seminar
871,103-6 Freshman Seminar--Non-Western History From Nationalism to Ethnic Cleansing:Comp Perspect
872,398-1 Senior Seminar
873,103-6 Freshman Seminar--Non-Western History Popular Culture in Africa
875,200-0 New Introductory Courses in History Global History II
877,316-2 Microstructural Dynamics
878,"200-0 New Introductory Courses in History The Century of Modern Warfare, 1914-2010"
879,200-0 New Introductory Courses in History Global History I
880,135-2 General Physics
881,"200-0 New Introductory Courses in History The Origins of Modern Warfare, 1660-1815"
882,398-2 Senior Seminar
884,200-0 New Introductory Courses in History Latino History
